"","actors","score_coef"
"698","Kathleen Turner",0.0228360035752752
"699","Brad Garrett",0.022682575007808
"700","George Carlin",0.0226039933419476
"701","Rainn Wilson",0.0224902779283861
"702","Chad Lindberg",0.0224616603730041
"703","Sarah Silverman",0.0223267676279671
"704","Derek Luke",0.0222159339224779
"705","Trevor Morgan",0.0220187592882301
"706","Tony Goldwyn",0.0217301581794047
"707","Bruce Dern",0.0216837781022912
"708","Kyle Schmid",0.0215374572506868
"709","Nat Wolff",0.021503799785415
"710","James Franco",0.0213459036251893
"711","CCH Pounder",0.0213232294231301
"712","Eddie Redmayne",0.0211822581516153
"713","Vin Diesel",0.0211487289230849
"714","Jeff Bridges",0.0209154517671644
"715","Matt Damon",0.0209120637392506
"716","Meryl Streep",0.0207793235305399
"717","David Carradine",0.0206832673374136
"718","Joan Allen",0.0205341378794178
"719","Leighton Meester",0.0204915163670253
"720","Bokeem Woodbine",0.0204295594038236
"721","Christopher Meloni",0.0204038500010193
"722","Jon Favreau",0.020336185488536
"723","Frank Grillo",0.0202955680055819
"724","Connie Nielsen",0.0201316166652832
"725","Crystal Lowe",0.0201295462426288
"726","Celia Weston",0.0200977583631416
"727","Michael Weston",0.0199317503014277
"728","Mike Vogel",0.0198784945158587
"729","Mark Valley",0.0196076533446359
"730","Marian Seldes",0.0195222275172535
"731","Reg E. Cathey",0.0193917380909228
"732","Chris Evans",0.0193341778823258
"733","Donald Glover",0.0192812427453954
"734","Scott Elrod",0.0180670783310018
"735","Katy Mixon",0.0179247043738163
"736","M.C. Gainey",0.017431862425016
"737","Johnny Depp",0.0170510148977506
"738","Patrick Fischler",0.0170116447641084
"739","Anna Kendrick",0.0164259794712371
"740","Gary Oldman",0.0162893406230378
"741","Chris Hemsworth",0.0162111208026297
"742","Hunter Parrish",0.0161725069776683
"743","Brooke Smith",0.0160504904733954
"744","Dave Chappelle",0.0156878228884548
"745","Leslie Bibb",0.0152079460710336
"746","Debi Mazar",0.0151807039528751
"747","Rory Culkin",0.0151796990724459
"748","Al Pacino",0.0149519871339926
"749","Randy Wayne",0.0142074403893467
"750","Will Smith",0.013971419390437
"751","Greta Gerwig",0.0137877312659051
"752","Thomas Kretschmann",0.0136614971886113
"753","Kimberly Elise",0.0134775680555346
"754","Jim Gaffigan",0.013408419638028
"755","Hayden Christensen",0.0133798218613734
"756","Matthew Ziff",0.0132261101930267
"757","Lucas Grabeel",0.0130718822520504
"758","Dennis Quaid",0.0130655019877265
"759","Judd Hirsch",0.0130647467778675
"760","Jordi Moll??",0.0129913863858967
"761","James D'Arcy",0.0129002071513129
"762","Noah Taylor",0.0128940123396827
"763","Janeane Garofalo",0.0125602778581658
"764","Nicholas Gonzalez",0.0125435887691958
"765","Joe Lo Truglio",0.0120739185763551
"766","Kevin Spacey",0.0114995727460913
"767","Ewen Bremner",0.0111688952966634
"768","Wendell Pierce",0.011036546826787
"769","Cole Hauser",0.010898061561903
"770","Harry Lennix",0.0107155485994976
"771","Sissy Spacek",0.0106598625311107
"772","Catherine O'Hara",0.0101559653881545
"773","Matt Craven",0.0100936742706839
"774","Tom Berenger",0.00971557239400543
"775","Christoph Waltz",0.00943477261347135
"776","Peter Gallagher",0.00932660214809166
"777","Daniel Roebuck",0.00930944806125009
"778","Bernard Hill",0.00917940987751663
"779","Don Cheadle",0.00893127231072071
"780","Steve Carell",0.0088823298583108
"781","Treat Williams",0.0087974945346953
"782","Jim Sturgess",0.00857560430520401
"783","Andrew Garfield",0.00857368165271928
"784","Damon Wayans Jr.",0.00840226075887339
"785","Damon Wayans",0.00840154400937595
"786","Cheryl Hines",0.00833595985298228
"787","Jon Hamm",0.00831295845470424
"788","Seymour Cassel",0.00825812521386389
"789","Mark Webber",0.00820780166972965
"790","Jeff Garlin",0.00783024930940667
"791","Andre Braugher",0.00727214850351056
"792","Josh Hutcherson",0.00711122412815031
"793","John Billingsley",0.00706330376082002
"794","Alfre Woodard",0.00680118621037894
"795","Tatyana Ali",0.006344204575432
"796","Brian Dennehy",0.00610447669844112
"797","Ramon Rodriguez",0.00588440937138618
"798","Rain",0.00561801967095882
"799","Jacinda Barrett",0.00552309681767939
"800","Sam Trammell",0.00541260829354627
"801","Haley Joel Osment",0.00531158979693836
"802","Richard Schiff",0.00466991846505037
"803","Jason Flemyng",0.00421885329591449
"804","Bryce Dallas Howard",0.00405219821293635
"805","William Hurt",0.00323445244493537
"806","Vivica A. Fox",0.00322890452179914
"807","Bruce Davison",0.00301439229977513
"808","Bruce Willis",0.00284652183979005
"809","Noel Gugliemi",0.00238587749567799
"810","Beau Bridges",0.00215696472494797
"811","Lou Taylor Pucci",0.00208639007489874
"812","Paul Walker",0.00167473656292291
"813","Bradley Cooper",0.00146253412691126
"814","Bruce McGill",0.00128866214018757
"815","Beverly D'Angelo",0.00124831159416502
"816","Shea Whigham",0.00121805881916594
"817","Kirsten Dunst",0.00120267009343432
"818","Will Ferrell",0.00118880110267955
"819","Richard Roxburgh",0.000579920517587199
"820","Mila Kunis",0.000366958214012538
"821","Ruth Wilson",0
"822","Pierfrancesco Favino",0
"823","Alexander Skarsg??rd",0
"824","Edgar Ram??rez",0
"825","Chlo?? Grace Moretz",0
"826","Oprah Winfrey",0
"827","Zach Callison",0
"828","Zo?? Kravitz",0
"829","Rachel Crow",0
"830","Roger Willie",0
"831","Traylor Howard",0
"832","Mako",0
"833","Tch??ky Karyo",0
"834","Iv??n Kamar??s",0
"835","Mason Lee",0
"836","Drew Carey",0
"837","Henry Czerny",0
"838","Charles Napier",0
"839","Jon Foster",0
"840","Tiya Sircar",0
"841","Michael Byrne",0
"842","Martin Scorsese",0
"843","Elizabeth Debicki",0
"844","Br??an F. O'Byrne",0
"845","Bridget Fonda",0
"846","Freddy Rodr??guez",0
"847","Bridgit Mendler",0
"848","Shane Hartline",0
"849","Archie Kao",0
"850","Larry Joe Campbell",0
"851","Adriano Giannini",0
"852","Wilson Cruz",0
"853","Mike O'Malley",0
"854","Dylan Minnette",0
"855","Michael Irby",0
"856","Jason Connery",0
"857","Jason Momoa",0
"858","Mark Christopher Lawrence",0
"859","Billy Brown",0
"860","Anna-Louise Plowman",0
"861","Frank Welker",0
"862","Emily Wickersham",0
"863","Andrew Wilson",0
"864","Linda Fiorentino",0
"865","Billy Blair",0
"866","Pamela Anderson",0
"867","Matt Malloy",0
"868","Nick Zano",0
"869","Adrien Dorval",0
"870","Giovanna Mezzogiorno",0
"871","Dax Flame",0
"872","Elton John",0
"873","Sabrina Revelle",0
"874","David Keith",0
"875","Dalia Hern??ndez",0
"876","Jacqueline MacInnes Wood",0
"877","KaDee Strickland",0
"878","Thomas Horn",0
"879","Patti D'Arbanville",0
"880","Bob Saget",0
"881","Lou Saliba",0
"882","Maggie Siff",0
"883","Soleyman Pierini",0
"884","Veronika Vernadskaya",0
"885","Mika Boorem",0
"886","Chita Rivera",0
"887","Bern Cohen",0
"888","Tony Nappo",0
"889","Marcia DeBonis",0
"890","Austin Nichols",0
"891","Texas Battle",0
"892","Richard Roundtree",0
"893","Birgitte Hjort S??rensen",0
"894","Jason Lewis",0
"895","Richard Sammel",0
"896","Sofia Vassilieva",0
"897","Adhir Kalyan",0
"898","Paula Garc??s",0
"899","Dave Legeno",0
"900","David O'Hara",0
"901","Paul F. Tompkins",0
"902","Flea",0
"903","Jonathan Breck",0
"904","Alexandra Breckenridge",0
"905","Salli Richardson-Whitfield",0
"906","Christopher Evan Welch",0
"907","Erica Linz",0
"908","Ellen Barkin",0
"909","Kim Thomson",0
"910","Skye McCole Bartusiak",0
"911","Joseph Julian Soria",0
"912","Justin Chambers",0
"913","Thekla Reuten",0
"914","Keram Malicki-S??nchez",0
"915","Tom Hollander",0
"916","Caity Lotz",0
"917","Charlie Saxton",0
"918","Bill Lake",0
"919","Sophie N??lisse",0
"920","Ken Davitian",0
"921","Susan May Pratt",0
"922","Paul Freeman",0
"923","Anna Harr",0
"924","Elaine Cassidy",0
"925","Patrick Gallagher",0
"926","Vincent Walsh",0
"927","Jake Lloyd",0
"928","Christian Camargo",0
"929","The Edge",0
"930","Mike Nawrocki",0
"931","Angela Featherstone",0
"932","Tamara Tunie",0
"933","Ella Wahlestedt",0
"934","Sarita Choudhury",0
"935","Tara Platt",0
"936","Jason Cottle",0
"937","Kirby Bliss Blanton",0
"938","Kelly LeBrock",0
"939","Alicia Keys",0
"940","Max Casella",0
"941","Andrew Keegan",0
"942","Elena Anaya",0
"943","Taylor Handley",0
"944","Maria Dizzia",0
"945","Sergej Trifunovic",0
"946","Dul?? Hill",0
"947","Craig Fairbrass",0
"948","Paris Hilton",0
"949","Steven Christopher Parker",0
"950","Natalie Stephany Aguilar",0
"951","Jeremy Davies",0
"952","Bridgette Wilson-Sampras",0
"953","Jenny McCarthy",0
"954","Mary Goggin",0
"955","Michael Jordan",0
"956","Matthew McGrory",0
"957","Christopher Judge",0
"958","Marin Hinkle",0
"959","Stevie Wonder",0
"960","Monda Scott",0
"961","Kendrick Cross",0
"962","Diane Ladd",0
"963","Wayne Brady",0
"964","Cree Kelly",0
"965","Jason Mewes",0
"966","Ryan Robbins",0
"967","Kerr Smith",0
"968","Jami Gertz",0
"969","Callum Blue",0
"970","Michael J. Morris",0
"971","Elaine Hendrix",0
"972","Lorelei Linklater",0
"973","Aaron Hughes",0
"974","Balinese Tari Legong Dancers",0
"975","Gloria Votsis",0
"976","Joe Howard",0
"977","William Atherton",0
"978","Betsy Russell",0
"979","Cybill Shepherd",0
"980","Paula Jai Parker",0
"981","Zackary Steven Graham",0
"982","La'Princess Jackson",0
"983","Tal Bachman",0
"984","Ruby Harris",0
"985","William Lee Scott",0
"986","Michael Aaron Milligan",0
"987","Adam Ratcliffe",0
"988","Luke Edwards",0
"989","Chris Cleveland",0
"990","Gage Golightly",0
"991","Jennifer Westfeldt",0
"992","Brendan Sexton III",0
"993","Jon Hunter",0
"994","Christina Moore",0
"995","Denise Boutte",0
"996","Deirdre Lorenz",0
"997","Ingrid Bols?? Berdal",0
"998","Al Gore",0
"999","Eric Schlosser",0
"1000","Robert Amaya",0
"1001","Phyllis Diller",0
"1002","Rufus Graham",0
"1003","Ana Claudia Talanc??n",0
"1004","Vanilla Ice",0
"1005","Lauren C. Mayhew",0
"1006","Christel Khalil",0
"1007","Jennifer Lee Wiggins",0
"1008","Lee Armstrong",0
"1009","Dave Fennoy",0
"1010","Colin Andrews",0
"1011","Ari Gold",0
"1012","Ricky Jay",0
"1013","John McGlothlin",0
"1014","Eve Plumb",0
"1015","Chris Cox",0
"1016","Eddie Jones",0
"1017","Elizabeth Stenholt",0
"1018","Joanna Cassidy",0
"1019","Jason Tobin",0
"1020","Dana Blackstone",0
"1021","Brock Baker",0
"1022","Donald Austin",0
"1023","Adam Rifkin",0
"1024","Robin Bartlett",0
"1025","Alex Emanuel",0
"1026","Hugh Ducklow",0
"1027","Xinhua Jiang",0
"1028","Mike Birbiglia",0
"1029","Hugh Mun",0
"1030","Seth Ackerman",0
"1031","Amanda Kearsan",0
"1032","Olivia Cooke",0
"1033","Greg Aronowitz",0
"1034","Eddie Rouse",0
"1035","Patricia Raven",0
"1036","Kate Dollenmayer",0
"1037","Ron Gelner",0
"1038","Panchito G??mez",0
"1039","Suzi Lorraine",0
"1040","Alana Kaniewski",0
"1041","Brian Herzlinger",0
"1042","Bingbing Li",0
"1043","Mei Melan??on",0
"1044","Daniel Radcliffe",0
"1045","Li Gong",0
"1046","Charlie Rowe",0
"1047","Nicholas Lea",0
"1048","James Martin Kelly",0
"1049","Quvenzhan?? Wallis",0
"1050","Carol Ann Susi",0
"1051","James Babson",0
"1052","Josh Wingate",0
"1053","Fann Wong",0
"1054","Sh?? Kosugi",0
"1055","Demi??n Bichir",0
"1056","Marcela Mar",0
"1057","Bono",0
"1058","Carmen Perez",0
"1059","Noah Bean",0
"1060","John Gatins",0
"1061","D.B. Woodside",0
"1062","Aaliyah",0
"1063","Max Minghella",0
"1064","Emily Osment",0
"1065","Vanessa Redgrave",0
"1066","Aldis Hodge",0
"1067","Dominic Flores",0
"1068","Harold Ramis",0
"1069","Pam Ferris",0
"1070","Jim Meskimen",0
"1071","Dallas Barnett",0
"1072","Violante Placido",0
"1073","Peter Firth",0
"1074","Samira Wiley",0
"1075","Martin Dew",0
"1076","Dylan Authors",0
"1077","Luenell",0
"1078","Sally Hawkins",0
"1079","Rebecca Budig",0
"1080","Emmanuelle Vaugier",0
"1081","Clive Russell",0
"1082","Jessie T. Usher",0
"1083","Kevin McNally",0
"1084","Mar??a Valverde",0
"1085","Melissa Sagemiller",0
"1086","Teo Halm",0
"1087","Gabriel Millman",0
"1088","Alex Veadov",0
"1089","Teryl Rothery",0
"1090","Tina Gilton",0
"1091","Saif Ali Khan",0
"1092","Ben Browder",0
"1093","Osama bin Laden",0
"1094","Rachel Alig",0
"1095","James Lafferty",0
"1096","Henry Ian Cusick",0
"1097","Marlee Matlin",0
"1098","Ellar Coltrane",0
"1099","Collin Alfredo St. Dic",0
"1100","Gideon Emery",0
"1101","Michael Gross",0
"1102","Greg Crowe",0
"1103","Isaac Hayes",0
"1104","Barack Obama",0
"1105","David Jason Perez",0
"1106","Anthony 'Citric' Campos",0
"1107","Maika Monroe",0
"1108","Ben Davies",0
"1109","Noah Danby",0
"1110","Daniel Baldwin",0
"1111","Melissa Bolona",0
"1112","Logan Browning",0
"1113","Kimberley Crossman",0
"1114","Matthew Alan",0
"1115","Dustin Ingram",0
"1116","Scott Cohen",0
"1117","Paul Guilfoyle",0
"1118","Lee Scott",0
"1119","Zuhair Haddad",0
"1120","Nataniel S??nchez",0
"1121","Rich Ceraulo",0
"1122","Seregon O'Dassey",0
"1123","Michael Pollan",0
"1124","Rachel Hendrix",0
"1125","Kumar Gaurav",0
"1126","Scott Levy",0
"1127","Nicole Randall Johnson",0
"1128","Zachary Knighton",0
"1129","Isaac C. Singleton Jr.",0
"1130","Raymond J. Barry",0
"1131","Trey Loney",0
"1132","Karen Alexander",0
"1133","Ken Burns",0
"1134","Rachel True",0
"1135","David Mamet",0
"1136","Vincent Chimato",0
"1137","Emily Rios",0
"1138","Bill Farmer",0
"1139","Don Wallace",0
"1140","Trish Basinger",0
"1141","Parry Shen",0
"1142","Joshua Ray Bell",0
"1143","Matthew Emerick",0
"1144","Brendan Doogie Milewski",0
"1145","Marri Savinar",0
"1146","Paul Hickert",0
"1147","Sally Kirkland",0
"1148","Naderev Sano",0
"1149","Ariel Hsing",0
"1150","Claire Gordon-Harper",0
"1151","Chemeeka Walker",0
"1152","Taliesin Jaffe",0
"1153","Andrew Bujalski",0
"1154","Nichole Ceballos",0
"1155","Kristen Seavey",0
"1156","Robbie Barnes",0
"1157","John August",0
"1158","Dami??n Alc??zar",0
"1159","Nicole Scherzinger",0
"1160","No??mie Lenoir",0
"1161","Stephen Colbert",0
"1162","Sam Riley",0
"1163","Jin Akanishi",0
"1164","Peter Scolari",0
"1165","Della Reese",0
"1166","Jeffrey Garcia",0
"1167","Paul Anderson",0
"1168","Christina Cox",0
"1169","Zo?? Bell",0
"1170","Jeremy Howard",0
"1171","Tim Heidecker",0
"1172","Michael Wincott",0
"1173","Ben Stein",0
"1174","Roger Bart",0
"1175","Lou Romano",0
"1176","Robert Maillet",0
"1177","Karl Yune",0
"1178","Brian Steele",0
"1179","Garrick Hagon",0
"1180","Nellie Sciutto",0
"1181","Paula Abdul",0
"1182","William Abadie",0
"1183","Zahn McClarnon",0
"1184","Bruce Thomas",0
"1185","Madison Rothschild",0
"1186","John Topor",0
"1187","Jay Leno",0
"1188","Christian Berkel",0
"1189","Ransford Doherty",0
"1190","Cristi??n de la Fuente",0
"1191","Conrad Vernon",0
"1192","Zach McGowan",0
"1193","Celina Beach",0
"1194","Gary Farmer",0
"1195","Stephen Merchant",0
"1196","Rosa Salazar",0
"1197","Bill Hunter",0
"1198","Fred Williamson",0
"1199","Leleti Khumalo",0
"1200","Jacob Hopkins",0
"1201","Timothy West",0
"1202","Vanessa Marshall",0
"1203","Shawn Christian",0
"1204","Natasha Richardson",0
"1205","Haley Ramm",0
"1206","Kate Luyben",0
"1207","Rex Linn",0
"1208","Jon Seda",0
"1209","Parker Sawyers",0
"1210","Victoria Smurfit",0
"1211","Michael Monks",0
"1212","Rupert Graves",0
"1213","Georgina Chapman",0
"1214","Reuben Langdon",0
"1215","Ana de la Reguera",0
"1216","Taylor Dooley",0
"1217","Willie Nelson",0
"1218","Julia Jones",0
"1219","Robert Ri'chard",0
"1220","Ian Richardson",0
"1221","Joe Komara",0
"1222","Nels Lennarson",0
"1223","Unax Ugalde",0
"1224","Peter Greene",0
"1225","Daniel Mays",0
"1226","Slash",0
"1227","Sachiko Ishida",0
"1228","Jane Curtin",0
"1229","Sam Jaeger",0
"1230","Ione Skye",0
"1231","Stephen Henderson",0
"1232","Vanessa Aspillaga",0
"1233","Kelly Ripa",0
"1234","Tim Daly",0
"1235","Eduardo Ver??stegui",0
"1236","Nick Robinson",0
"1237","Larenz Tate",0
"1238","Reginald Ballard",0
"1239","Rebecca Mader",0
"1240","Debra Winger",0
"1241","Tom Bosley",0
"1242","Colin Stinton",0
"1243","Benno F??rmann",0
"1244","Jade Kindar-Martin",0
"1245","Dato Bakhtadze",0
"1246","Jayne Eastwood",0
"1247","Yetta Gottesman",0
"1248","Nellie McKay",0
"1249","Luisa Ranieri",0
"1250","Sanoe Lake",0
"1251","Jasika Nicole",0
"1252","Marcel Iures",0
"1253","Randall Duk Kim",0
"1254","Ned Bellamy",0
"1255","Angel Coulby",0
"1256","R. Marcos Taylor",0
"1257","T??mas Lemarquis",0
"1258","Jeffrey Markle",0
"1259","Ahney Her",0
"1260","Clarke Peters",0
"1261","Kevin Breznahan",0
"1262","Nancy Cartwright",0
"1263","Billy Aaron Brown",0
"1264","Amanda Tilson",0
"1265","Sergio Calder??n",0
"1266","Rhys Coiro",0
"1267","Jack Plotnick",0
"1268","Igor Zaripov",0
"1269","Derek Graf",0
"1270","Catherine Dent",0
"1271","Alexandra Silber",0
"1272","Charles Keating",0
"1273","DeWayne Warren",0
"1274","Ali Hillis",0
"1275","Hayley McFarland",0
"1276","Charles Mesure",0
"1277","Ken Sansom",0
"1278","Filippo Timi",0
"1279","Mar??a Botto",0
"1280","Jake Short",0
"1281","Riki Lindhome",0
"1282","Serena Scott Thomas",0
"1283","Victoria Learn",0
"1284","Dante Brown",0
"1285","Chester",0
"1286","Andrew Dice Clay",0
"1287","Ethan Stiefel",0
"1288","Timoth??e Chalamet",0
"1289","Bruce Payne",0
"1290","Frankie Valli",0
"1291","James Cullen Bressack",0
"1292","Vondie Curtis-Hall",0
"1293","Eric Sykes",0
"1294","Finn Ireland",0
"1295","Tsianina Joelson",0
"1296","Ruby Jerins",0
"1297","Huey Lewis",0
"1298","Robin Weigert",0
"1299","William Shockley",0
"1300","Martha MacIsaac",0
"1301","Holland Taylor",0
"1302","Bianca Kajlich",0
"1303","Ser'Darius Blain",0
"1304","Larry Mullen Jr.",0
"1305","Sandra Nelson",0
"1306","Shelby Vischer",0
"1307","Lexa Doig",0
"1308","Osric Chau",0
"1309","Candace Kroslak",0
"1310","Jason Gray-Stanford",0
"1311","Shid?? Nakamura",0
"1312","Roma Maffia",0
"1313","Rob Morrow",0
"1314","Rorke Denver",0
"1315","Ashley Hinshaw",0
"1316","Oliver Cooper",0
"1317","Obba Babatund??",0
"1318","Valeria Golino",0
"1319","Samantha Ivers",0
"1320","Andy Davoli",0
"1321","Alexandra Callas",0
"1322","Paz de la Huerta",0
"1323","Peter Berg",0
"1324","Scott Patterson",0
"1325","Francesc Pag??s",0
"1326","Dustin Milligan",0
"1327","Angus Macfadyen",0
"1328","Isiah Whitlock Jr.",0
"1329","Fran??ois Chau",0
"1330","Dree Hemingway",0
"1331","Adrian Holmes",0
"1332","H??ctor Jim??nez",0
"1333","Roberta Valderrama",0
"1334","Gbenga Akinnagbe",0
"1335","Jill Talley",0
"1336","Justin Hall",0
"1337","Todd Louiso",0
"1338","Clyde Kusatsu",0
"1339","Richard Bull",0
"1340","Vic Aviles",0
"1341","Bob Costas",0
"1342","Erin Daniels",0
"1343","Lil' Wayne",0
"1344","Jennifer Butler",0
"1345","Julian Sands",0
"1346","Jake Cherry",0
"1347","Ricky Martin",0
"1348","Dominik Garc??a-Lorido",0
"1349","Alexis Kendra",0
"1350","Sammy Nagi Njuguna",0
"1351","Ritchie Montgomery",0
"1352","Eva Marcille",0
"1353","Tamara Taylor",0
"1354","Mike Eshaq",0
"1355","Sumalee Montano",0
"1356","Jorja Fox",0
"1357","Garrett Ryan",0
"1358","Brian O'Halloran",0
"1359","Andrew Airlie",0
"1360","Wood Harris",0
"1361","Lauren London",0
"1362","Louise Lasser",0
"1363","Lateef Crowder",0
"1364","Catherine Lambert",0
"1365","Armin Shimerman",0
"1366","Libby Villari",0
"1367","Lesley Ann Warren",0
"1368","Puti Sri Candra Dewi",0
"1369","Elena Satine",0
"1370","Ronnie Gene Blevins",0
"1371","Pauline McLynn",0
"1372","Peter Jacobson",0
"1373","Derek Magyar",0
"1374","Robert Vaughn",0
"1375","Robert Noble",0
"1376","Bob Ross",0
"1377","Elise Neal",0
"1378","Joe Dinicol",0
"1379","Dinesh D'Souza",0
"1380","Dana Hanna",0
"1381","Steve Burg",0
"1382","Paul T. Taylor",0
"1383","Jake Weary",0
"1384","T.C. Stallings",0
"1385","Barney Frank",0
"1386","Bruce Newbold",0
"1387","Michelle Hurst",0
"1388","Peter Hermann",0
"1389","James Chalke",0
"1390","Bree Williamson",0
"1391","Circus-Szalewski",0
"1392","Samuel Davis",0
"1393","Brian Stepanek",0
"1394","Matthew Lawrence",0
"1395","Matt Hunter",0
"1396","Kiowa Gordon",0
"1397","Cullen Douglas",0
"1398","Ben Youcef",0
"1399","Zo?? Poledouris",0
"1400","Vanessa Lee Chester",0
"1401","Dustin Diamond",0
"1402","Magda Apanowicz",0
"1403","Barbara Kowalcyk",0
"1404","Jason Burkey",0
"1405","Colette Divine",0
"1406","Aasheekaa Bathija",0
"1407","Melissa Gilbert",0
"1408","Jennifer Sky",0
"1409","James Eckhouse",0
"1410","Alicia Ziegler",0
"1411","Jeanette Branch",0
"1412","Renee Faia",0
"1413","Michele Morrow",0
"1414","Jeff Lima",0
"1415","Danielle Savre",0
"1416","Amy Lucas",0
"1417","Francine Blake",0
"1418","Bob Dole",0
"1419","Denny Kirkwood",0
"1420","Dick Cavett",0
"1421","Eddie Spears",0
"1422","Al Sapienza",0
"1423","Amy Hargreaves",0
"1424","Alicia Sixtos",0
"1425","Mike Huckabee",0
"1426","Christina Chambers",0
"1427","Mary Norwood",0
"1428","Ryan Carnes",0
"1429","Collin Kahey",0
"1430","Dominic Col??n",0
"1431","Annelyse Ahmad",0
"1432","Sheldon Bailey",0
"1433","Craig Dougherty",0
"1434","Bethany Blakey",0
"1435","Rebecca Dayan",0
"1436","Mike Brett",0
"1437","Michael Landers",0
"1438","Mel Eslyn",0
"1439","Johnathan Hurley",0
"1440","Arik Ascherman",0
"1441","Amelia Giancarlo",0
"1442","James DeBello",0
"1443","Beau Knapp",0
"1444","Jeff Dowd",0
"1445","Kelen Coleman",0
"1446","Damian Jewan Lee",0
"1447","Lindsay Felton",0
"1448","Jordan Scovel",0
"1449","Justin Rice",0
"1450","Parker Riggs",0
"1451","Travis Legge",0
"1452","Brandon Landers",0
"1453","Jon Gunn",0
"1454","Geoffrey Arend",-0.000102558455735394
"1455","Frances Conroy",-0.000374463950247747
"1456","Laz Alonso",-0.000548954680691942
"1457","Bernie Mac",-0.000725345988183893
"1458","Anne Hathaway",-0.000825888743229229
"1459","Harrison Ford",-0.00108173545316591
"1460","David Oyelowo",-0.00130375535777987
"1461","Robin Wright",-0.00168893454159507
"1462","Liam Neeson",-0.00272314758901273
"1463","John Michael Higgins",-0.00302689292404241
"1464","Sanaa Lathan",-0.00309583637233806
"1465","Dylan Baker",-0.00317481610037443
"1466","Stephen Root",-0.00366197593560923
"1467","Sela Ward",-0.00375509182619748
"1468","Beth Grant",-0.00381780957366366
"1469","Gerard Butler",-0.00404514032432839
"1470","Callum Rennie",-0.00420844579673518
"1471","Julia Roberts",-0.00440404183820345
"1472","Matthew Broderick",-0.00453641968567745
"1473","Joel David Moore",-0.00483319407226572
"1474","Mo'Nique",-0.00486088325971024
"1475","50 Cent",-0.00497377128264227
"1476","Morgan Freeman",-0.00531531348565971
"1477","Marc Blucas",-0.0061508474573977
"1478","Rip Torn",-0.00624841853284945
"1479","Delroy Lindo",-0.00641051454196136
"1480","Kelli Garner",-0.00642350653239481
"1481","Dominic Cooper",-0.00670464920589967
"1482","Jada Pinkett Smith",-0.00679307347808048
"1483","Tim Blake Nelson",-0.00718212572965944
"1484","Sylvester Stallone",-0.00752240261158886
"1485","Mekhi Phifer",-0.00820112346615723
"1486","Eve",-0.00821687149253322
"1487","Larry Miller",-0.0082511790844022
"1488","Frank Langella",-0.00848107049227896
"1489","Jacob Vargas",-0.00873252203697827
"1490","Justin Theroux",-0.00892764545679797
"1491","Alia Shawkat",-0.00906110991127569
"1492","Angelina Jolie Pitt",-0.00936043192052271
"1493","Keanu Reeves",-0.00946471294758355
"1494","Ryan Reynolds",-0.00977194480061687
"1495","J.K. Simmons",-0.0100475120090585
"1496","Robert De Niro",-0.0102842134964878
"1497","Pink",-0.0103103853590041
"1498","Kristen Stewart",-0.0106687065392347
"1499","Adam Scott",-0.0111672051912514
"1500","Paul Sorvino",-0.0118166349734437
"1501","Charles S. Dutton",-0.0123990592952613
"1502","John Heard",-0.0124408037620099
"1503","Colin Firth",-0.0128472790730645
"1504","Michael Rapaport",-0.0128747348750506
"1505","Cheech Marin",-0.0131557526888813
"1506","Judy Greer",-0.0137758904681011
"1507","Channing Tatum",-0.0141177132750205
"1508","Ty Burrell",-0.0142176658222288
"1509","Loretta Devine",-0.0142192111786507
"1510","Rufus Sewell",-0.0147105031392403
"1511","Will Forte",-0.0147940662809962
"1512","Salma Hayek",-0.0152317998876583
"1513","Zooey Deschanel",-0.0152508048953309
"1514","Adam Sandler",-0.0154472203055747
"1515","Fred Willard",-0.0159134262208089
"1516","Nicolas Cage",-0.0166416032033743
"1517","Michael Angarano",-0.0166774123792184
"1518","Djimon Hounsou",-0.0172078522488022
"1519","Steve Coogan",-0.0174551612083283
"1520","Common",-0.0183664413047899
"1521","Scott Glenn",-0.018555038146558
"1522","Anthony Hopkins",-0.0192908879243881
"1523","Steve Buscemi",-0.0203821157072717
"1524","Shaun Weiss",-0.0230082597090352
"1525","Marion Ross",-0.0238959136377869
"1526","Jason Statham",-0.024845502083608
"1527","Sam Shepard",-0.0250280671960993
"1528","Josh Gad",-0.025396053711501
"1529","Olivia Wilde",-0.0259689341996467
"1530","Robin Williams",-0.0259753942271707
"1531","Sedona Legge",-0.0264039302892674
"1532","Gary Cole",-0.0273468566515641
"1533","Demetri Martin",-0.0277848290450225
"1534","Dave Annable",-0.0277857727485661
"1535","Larry Hankin",-0.0279926092492167
"1536","Carlos Alazraqui",-0.0280081697181884
"1537","Shad Moss",-0.0280831369034349
"1538","Bari Hyman",-0.0282109500316629
"1539","Rachel Roberts",-0.0282429775567486
"1540","Brett Cullen",-0.02827189751027
"1541","Ronny Cox",-0.0283365254117916
"1542","Sullivan Stapleton",-0.0283396285198103
"1543","Willie Garson",-0.0284803861465673
"1544","Ben Chaplin",-0.0285625461695273
"1545","Milos Forman",-0.028633271656056
"1546","Josh Robert Thompson",-0.0286352640656874
"1547","Lorna Raver",-0.0286646750004039
"1548","Jere Burns",-0.0287264733320621
"1549","Tyler James Williams",-0.0287732657182964
"1550","Zach Woods",-0.0287948336145185
"1551","Kate McKinnon",-0.0287949791128245
"1552","Patricia Velasquez",-0.0288327463421973
